,_id,ticker,period,calendarDate,reportPeriod,updated,dateKey,accumulatedOtherComprehensiveIncome,assets,assetsAverage,assetsCurrent,assetsNonCurrent,assetTurnover,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,averageEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,investedCapitalAverage,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital
408,61498f68b26daf86a7100603,MSFT,T,1997-09-30,1997-09-30,2020-04-29,1997-10-29,0.0,15366000000.0,13788000000.0,10838000000.0,4528000000.0,0.884,1.075,-517000000.0,9634000000.0,9634000000.0,1088000000.0,3503000000.0,2.778,0.34,0.0,0.0,0.0,0.0,1671000000.0,623000000.0,0.0,0.0,0.0,5571000000.0,6194000000.0,0.508,6194000000.0,5571000000.0,5571000000.0,0.332,0.332,0.332,11464000000.0,10254250000.0,11464000000.0,148297775929.0,27.0,23.942,5069000000.0,0.475,1,11105000000.0,0.911,0.0,0.0,1830000000.0,1042750000.0,0.0,2733000000.0,0.0,2733000000.0,3902000000.0,3902000000.0,0.0,157931775929.0,943000000.0,-190000000.0,-2581000000.0,0.0,0.0,-359000000.0,-4284000000.0,-3577000000.0,5586000000.0,-16000000.0,3503000000.0,3481000000.0,3481000000.0,0.0,0.0,0.285,5746000000.0,5359000000.0,761000000.0,0.0,13.776,45.37,49.277,1484000000.0,22000000.0,16.36,12.953,14.308,788000000.0,4854000000.0,12193000000.0,12193000000.0,2060000000.0,0.252,0.339,5.343,0.457,0.0,3390000000.0,1,9653531536.0,10664000000,10664000000.0,1.143,15366000000.0,0.0,2068000000.0,554000000.0,1.441,6936000000.0
409,61498f68b26daf86a7100604,MSFT,Q,1997-09-30,1997-09-30,2020-04-29,1997-10-29,0.0,15366000000.0,,10838000000.0,4528000000.0,,1.075,-117000000.0,9634000000.0,9634000000.0,253000000.0,663000000.0,2.778,0.34,0.0,0.0,0.0,0.0,1671000000.0,228000000.0,0.0,0.0,0.0,1202000000.0,1430000000.0,0.457,1430000000.0,1202000000.0,1202000000.0,0.063,0.063,0.063,11464000000.0,,11464000000.0,148297775929.0,27.0,23.942,1563000000.0,0.147,1,2877000000.0,0.919,0.0,0.0,1830000000.0,,0.0,2733000000.0,0.0,2733000000.0,3902000000.0,3902000000.0,0.0,157931775929.0,255000000.0,-190000000.0,-706000000.0,0.0,0.0,-234000000.0,-1191000000.0,-884000000.0,1680000000.0,-16000000.0,663000000.0,656000000.0,656000000.0,0.0,0.0,0.21,1746000000.0,1131000000.0,761000000.0,0.0,13.776,45.37,49.277,1484000000.0,7000000.0,16.36,12.953,14.308,788000000.0,4854000000.0,3130000000.0,3130000000.0,567000000.0,,,,,0.0,883000000.0,1,9653531536.0,10664000000,10664000000.0,0.294,15366000000.0,0.0,539000000.0,554000000.0,1.441,6936000000.0
410,61498f68b26daf86a7100605,MSFT,QA,1997-09-30,1997-09-30,2020-04-29,1997-09-30,0.0,15366000000.0,,10838000000.0,4528000000.0,,1.075,-117000000.0,9634000000.0,9634000000.0,253000000.0,663000000.0,2.778,0.34,0.0,0.0,0.0,0.0,1671000000.0,228000000.0,0.0,0.0,0.0,1202000000.0,1430000000.0,0.457,1430000000.0,1202000000.0,1202000000.0,0.068,0.063,0.068,11464000000.0,,11464000000.0,151468834636.0,27.0,24.454,1563000000.0,0.147,1,2877000000.0,0.919,0.0,0.0,1830000000.0,,0.0,2733000000.0,0.0,2733000000.0,3902000000.0,3902000000.0,0.0,160434834636.0,255000000.0,-190000000.0,-706000000.0,0.0,0.0,-234000000.0,-1191000000.0,-884000000.0,1680000000.0,-16000000.0,663000000.0,656000000.0,656000000.0,0.0,0.0,0.21,1817000000.0,1060000000.0,761000000.0,0.0,13.995,45.891,45.687,1484000000.0,7000000.0,16.539,12.562,13.81,788000000.0,4854000000.0,3130000000.0,3130000000.0,567000000.0,,,,,0.0,883000000.0,1,9700541736.0,10664000000,10664000000.0,0.294,15366000000.0,0.0,539000000.0,554000000.0,1.441,6936000000.0
411,61498f68b26daf86a7100606,MSFT,TA,1997-09-30,1997-09-30,2020-04-29,1997-09-30,0.0,15366000000.0,13788000000.0,10838000000.0,4528000000.0,0.926,1.075,-517000000.0,9634000000.0,9634000000.0,2173000000.0,3503000000.0,2.778,0.34,0.0,0.0,0.0,0.0,1671000000.0,623000000.0,0.0,0.0,0.0,5571000000.0,6194000000.0,0.485,6194000000.0,5571000000.0,5571000000.0,0.362,0.333,0.362,11464000000.0,10254250000.0,11464000000.0,151468834636.0,27.0,24.454,5069000000.0,0.475,1,10598000000.0,0.83,0.0,0.0,1830000000.0,1042750000.0,0.0,2733000000.0,0.0,2733000000.0,3902000000.0,3902000000.0,0.0,160434834636.0,943000000.0,-190000000.0,-2549000000.0,0.0,0.0,-359000000.0,-4284000000.0,-3577000000.0,5586000000.0,-16000000.0,3503000000.0,3496000000.0,3496000000.0,0.0,0.0,0.274,5569000000.0,5029000000.0,761000000.0,0.0,13.995,45.891,45.687,1484000000.0,7000000.0,16.539,12.562,13.81,788000000.0,4854000000.0,12771000000.0,12771000000.0,1998000000.0,0.254,0.341,5.343,0.436,0.0,2945000000.0,1,9700541736.0,10664000000,10664000000.0,1.198,15366000000.0,0.0,2068000000.0,554000000.0,1.441,6936000000.0
412,61498f68b26daf86a7100607,MSFT,Q,1997-06-30,1997-06-30,2020-04-29,1997-09-29,0.0,14387000000.0,,10373000000.0,4014000000.0,,1.015,-173000000.0,8966000000.0,8966000000.0,242000000.0,1057000000.0,2.873,0.335,0.0,0.0,0.0,0.0,1418000000.0,143000000.0,0.0,0.0,0.0,1626000000.0,1769000000.0,0.557,1769000000.0,1626000000.0,1626000000.0,0.1,0.1,0.1,10777000000.0,,10777000000.0,154124357936.0,29.0,26.252,897000000.0,0.084,1,2933000000.0,0.924,0.0,0.0,1811000000.0,,0.0,2346000000.0,0.0,2346000000.0,3610000000.0,3610000000.0,0.0,163090357936.0,-177000000.0,0.0,65000000.0,0.0,0.0,466000000.0,-1713000000.0,-1540000000.0,1070000000.0,31000000.0,1057000000.0,1050000000.0,1050000000.0,0.0,0.0,0.331,1354000000.0,1579000000.0,721000000.0,0.0,15.133,47.424,51.102,1465000000.0,7000000.0,16.813,14.359,15.537,980000000.0,5288000000.0,3175000000.0,3175000000.0,516000000.0,,,,,0.0,838000000.0,1,9700541736.0,10616000000,10616000000.0,0.299,14387000000.0,0.0,569000000.0,466000000.0,1.355,6763000000.0
413,61498f68b26daf86a7100608,MSFT,T,1997-06-30,1997-06-30,2020-04-29,1997-09-29,0.0,14387000000.0,12631500000.0,10373000000.0,4014000000.0,0.899,1.027,-499000000.0,8966000000.0,8966000000.0,1085000000.0,3454000000.0,2.873,0.335,0.0,0.0,0.0,0.0,1418000000.0,557000000.0,0.0,0.0,0.0,5314000000.0,5871000000.0,0.517,5871000000.0,5314000000.0,5314000000.0,0.329,0.329,0.329,10777000000.0,9207500000.0,10777000000.0,154124357936.0,29.0,26.252,4190000000.0,0.399,1,10273000000.0,0.904,0.0,0.0,1811000000.0,830000000.0,0.0,2346000000.0,0.0,2346000000.0,3610000000.0,3610000000.0,0.0,163090357936.0,1099000000.0,0.0,-2357000000.0,0.0,0.0,-501000000.0,-3089000000.0,-2590000000.0,4689000000.0,6000000.0,3454000000.0,3439000000.0,3439000000.0,0.0,0.0,0.303,5143000000.0,5130000000.0,721000000.0,0.0,15.133,47.424,51.102,1465000000.0,15000000.0,16.813,14.359,15.537,980000000.0,5288000000.0,11358000000.0,11358000000.0,1925000000.0,0.272,0.373,6.402,0.468,0.0,3218000000.0,1,9700541736.0,10496000000,10496000000.0,1.082,14387000000.0,0.0,1860000000.0,466000000.0,1.371,6763000000.0
414,61498f68b26daf86a7100609,MSFT,QA,1997-06-30,1997-06-30,2020-04-29,1997-06-30,0.0,14387000000.0,,10373000000.0,4014000000.0,,1.015,-173000000.0,8966000000.0,8966000000.0,1327000000.0,1057000000.0,2.873,0.335,0.0,0.0,0.0,0.0,1418000000.0,143000000.0,0.0,0.0,0.0,1626000000.0,1769000000.0,0.471,1769000000.0,1626000000.0,1626000000.0,0.11,0.1,0.11,10777000000.0,,10777000000.0,142346616984.0,27.0,24.246,897000000.0,0.084,1,2426000000.0,0.646,0.0,0.0,1811000000.0,,0.0,2346000000.0,0.0,2346000000.0,3610000000.0,3610000000.0,0.0,151432616984.0,-177000000.0,0.0,191000000.0,0.0,0.0,466000000.0,-1713000000.0,-1540000000.0,1070000000.0,31000000.0,1057000000.0,1065000000.0,1065000000.0,0.0,0.0,0.284,1106000000.0,1320000000.0,721000000.0,0.0,14.051,43.843,43.878,1465000000.0,-8000000.0,15.796,12.687,13.891,980000000.0,5288000000.0,3753000000.0,3753000000.0,454000000.0,,,,,0.0,393000000.0,1,9586618152.0,10616000000,10616000000.0,0.354,14387000000.0,0.0,569000000.0,466000000.0,1.355,6763000000.0
415,61498f68b26daf86a710060a,MSFT,TA,1997-06-30,1997-06-30,2020-04-29,1997-06-30,0.0,14387000000.0,12631500000.0,10373000000.0,4014000000.0,0.945,1.027,-499000000.0,8966000000.0,8966000000.0,2170000000.0,3454000000.0,2.873,0.335,0.0,0.0,0.0,0.0,1418000000.0,557000000.0,0.0,0.0,0.0,5314000000.0,5871000000.0,0.492,5871000000.0,5314000000.0,5314000000.0,0.36,0.33,0.36,10777000000.0,9207500000.0,10777000000.0,142346616984.0,27.0,24.246,4190000000.0,0.399,1,9766000000.0,0.818,0.0,0.0,1811000000.0,830000000.0,0.0,2346000000.0,0.0,2346000000.0,3610000000.0,3610000000.0,0.0,151432616984.0,1099000000.0,0.0,-2357000000.0,0.0,0.0,-501000000.0,-3089000000.0,-2590000000.0,4689000000.0,6000000.0,3454000000.0,3454000000.0,3454000000.0,0.0,0.0,0.289,4895000000.0,4871000000.0,721000000.0,0.0,14.051,43.843,43.878,1465000000.0,0.0,15.796,12.687,13.891,980000000.0,5288000000.0,11936000000.0,11936000000.0,1863000000.0,0.273,0.375,6.402,0.445,0.0,2773000000.0,1,9586618152.0,10496000000,10496000000.0,1.137,14387000000.0,0.0,1860000000.0,466000000.0,1.371,6763000000.0
416,61498f68b26daf86a710060b,MSFT,T,1997-03-31,1997-03-31,2020-04-29,1997-05-15,0.0,12613000000.0,11558000000.0,10224000000.0,2389000000.0,0.903,0.864,-484000000.0,9086000000.0,9086000000.0,1084000000.0,2956000000.0,2.939,0.381,0.0,0.0,0.0,0.0,1285000000.0,558000000.0,0.0,0.0,0.0,4548000000.0,5106000000.0,0.489,5106000000.0,4548000000.0,4548000000.0,0.284,0.284,0.284,9134000000.0,8240250000.0,9134000000.0,131262089745.0,29.0,25.707,4048000000.0,0.383,1,9354000000.0,0.896,0.0,0.0,48000000.0,559250000.0,0.0,819000000.0,0.0,819000000.0,3479000000.0,3479000000.0,0.0,140348089745.0,925000000.0,0.0,-2763000000.0,0.0,0.0,-1199000000.0,-2408000000.0,-1556000000.0,4532000000.0,-10000000.0,2956000000.0,2948000000.0,2948000000.0,0.0,0.0,0.282,4993000000.0,4361000000.0,864000000.0,0.0,15.365,47.608,51.549,1371000000.0,8000000.0,14.64,13.446,14.834,866000000.0,4118000000.0,10438000000.0,10438000000.0,1862000000.0,0.255,0.358,8.132,0.436,0.0,3131000000.0,1,9586618152.0,10576000000,10576000000.0,0.987,12613000000.0,0.0,1592000000.0,463000000.0,1.193,6745000000.0
417,61498f68b26daf86a710060c,MSFT,Q,1997-03-31,1997-03-31,2020-04-29,1997-05-15,0.0,12613000000.0,,10224000000.0,2389000000.0,,0.864,-110000000.0,9086000000.0,9086000000.0,297000000.0,1042000000.0,2.939,0.381,0.0,0.0,0.0,0.0,1285000000.0,108000000.0,0.0,0.0,0.0,1603000000.0,1711000000.0,0.533,1711000000.0,1603000000.0,1603000000.0,0.099,0.099,0.099,9134000000.0,,9134000000.0,131262089745.0,29.0,25.707,1508000000.0,0.143,1,2911000000.0,0.907,0.0,0.0,48000000.0,,0.0,819000000.0,0.0,819000000.0,3479000000.0,3479000000.0,0.0,140348089745.0,786000000.0,0.0,-1712000000.0,0.0,0.0,-1463000000.0,631000000.0,741000000.0,1618000000.0,-30000000.0,1042000000.0,1035000000.0,1035000000.0,0.0,0.0,0.323,1343000000.0,1568000000.0,864000000.0,0.0,15.365,47.608,51.549,1371000000.0,7000000.0,14.64,13.446,14.834,866000000.0,4118000000.0,3208000000.0,3208000000.0,492000000.0,,,,,0.0,851000000.0,1,9586618152.0,10576000000,10576000000.0,0.303,12613000000.0,0.0,561000000.0,463000000.0,1.193,6745000000.0
418,61498f68b26daf86a710060d,MSFT,QA,1997-03-31,1997-03-31,2020-04-29,1997-03-31,0.0,12613000000.0,,10224000000.0,2389000000.0,,0.864,-110000000.0,9086000000.0,9086000000.0,297000000.0,1042000000.0,2.939,0.381,0.0,0.0,0.0,0.0,1285000000.0,108000000.0,0.0,0.0,0.0,1603000000.0,1711000000.0,0.533,1711000000.0,1603000000.0,1603000000.0,0.107,0.1,0.107,9134000000.0,,9134000000.0,101157330087.0,22.0,19.811,1508000000.0,0.143,1,2911000000.0,0.907,0.0,0.0,48000000.0,,0.0,819000000.0,0.0,819000000.0,3479000000.0,3479000000.0,0.0,110317330087.0,786000000.0,0.0,-1761000000.0,0.0,0.0,-1463000000.0,631000000.0,741000000.0,1618000000.0,-30000000.0,1042000000.0,1035000000.0,1035000000.0,0.0,0.0,0.323,1343000000.0,1568000000.0,864000000.0,0.0,12.078,37.421,36.27,1371000000.0,7000000.0,11.461,10.569,11.613,866000000.0,4118000000.0,3208000000.0,3208000000.0,492000000.0,,,,,0.0,851000000.0,1,9625244200.0,10576000000,10576000000.0,0.303,12613000000.0,0.0,561000000.0,463000000.0,1.193,6745000000.0
419,61498f68b26daf86a710060e,MSFT,TA,1997-03-31,1997-03-31,2020-04-29,1997-03-31,0.0,12613000000.0,11558000000.0,10224000000.0,2389000000.0,0.903,0.864,-484000000.0,9086000000.0,9086000000.0,1084000000.0,2956000000.0,2.939,0.381,0.0,0.0,0.0,0.0,1285000000.0,558000000.0,0.0,0.0,0.0,4548000000.0,5106000000.0,0.489,5106000000.0,4548000000.0,4548000000.0,0.316,0.284,0.316,9134000000.0,8240250000.0,9134000000.0,101157330087.0,22.0,19.811,4048000000.0,0.383,1,9354000000.0,0.896,0.0,0.0,48000000.0,559250000.0,0.0,819000000.0,0.0,819000000.0,3479000000.0,3479000000.0,0.0,110317330087.0,925000000.0,0.0,-3013000000.0,0.0,0.0,-1199000000.0,-2408000000.0,-1924000000.0,4532000000.0,-10000000.0,2956000000.0,2948000000.0,2948000000.0,0.0,0.0,0.282,5012000000.0,4342000000.0,864000000.0,0.0,12.078,37.421,36.27,1371000000.0,8000000.0,11.461,10.569,11.613,866000000.0,4118000000.0,10438000000.0,10438000000.0,1862000000.0,0.255,0.358,8.132,0.436,0.0,3131000000.0,1,9625244200.0,10576000000,10576000000.0,0.987,12613000000.0,0.0,1592000000.0,463000000.0,1.193,6745000000.0
420,61498f68b26daf86a710060f,MSFT,Q,1996-12-31,1996-12-31,2020-04-29,1997-02-14,0.0,12786000000.0,,10442000000.0,2344000000.0,,0.924,-117000000.0,9160000000.0,9160000000.0,296000000.0,741000000.0,3.321,0.326,0.0,0.0,0.0,0.0,1013000000.0,144000000.0,0.0,0.0,0.0,1140000000.0,1284000000.0,0.479,1284000000.0,1140000000.0,1140000000.0,0.071,0.071,0.071,9642000000.0,,9642000000.0,108592831232.0,29.0,24.414,1101000000.0,0.106,1,2384000000.0,0.89,0.0,0.0,482000000.0,,0.0,804000000.0,0.0,804000000.0,3144000000.0,3144000000.0,0.0,117752831232.0,79000000.0,0.0,-228000000.0,0.0,0.0,872000000.0,-2011000000.0,-1894000000.0,1218000000.0,-1000000.0,741000000.0,740000000.0,740000000.0,0.0,0.0,0.276,1303000000.0,1081000000.0,848000000.0,0.0,12.212,47.577,50.974,1322000000.0,1000000.0,12.234,12.48,13.526,975000000.0,5121000000.0,2680000000.0,2680000000.0,485000000.0,,,,,0.0,818000000.0,1,9625244200.0,10432000000,10432000000.0,0.257,12786000000.0,0.0,399000000.0,480000000.0,1.226,7298000000.0
421,61498f68b26daf86a7100610,MSFT,T,1996-12-31,1996-12-31,2020-04-29,1997-02-14,0.0,12786000000.0,10802250000.0,10442000000.0,2344000000.0,0.873,0.924,-506000000.0,9160000000.0,9160000000.0,1082000000.0,2476000000.0,3.321,0.326,0.0,0.0,0.0,0.0,1013000000.0,639000000.0,0.0,0.0,0.0,3809000000.0,4448000000.0,0.471,4448000000.0,3809000000.0,3809000000.0,0.24,0.24,0.24,9642000000.0,7605500000.0,9642000000.0,108592831232.0,29.0,24.414,3313000000.0,0.318,1,8353000000.0,0.885,0.0,0.0,482000000.0,686250000.0,0.0,804000000.0,0.0,804000000.0,3144000000.0,3144000000.0,0.0,117752831232.0,774000000.0,0.0,-1168000000.0,0.0,0.0,319000000.0,-3364000000.0,-2436000000.0,3819000000.0,-1000000.0,2476000000.0,2475000000.0,2475000000.0,0.0,0.0,0.262,4786000000.0,3567000000.0,848000000.0,0.0,12.212,47.577,50.974,1322000000.0,1000000.0,12.234,12.48,13.526,975000000.0,5121000000.0,9435000000.0,9435000000.0,1734000000.0,0.229,0.325,5.55,0.404,0.0,3052000000.0,1,9625244200.0,10432000000,10432000000.0,0.904,12786000000.0,0.0,1333000000.0,480000000.0,1.226,7298000000.0
422,61498f68b26daf86a7100611,MSFT,Y,1996-12-31,1996-06-30,2020-04-29,1996-09-27,0.0,10093000000.0,9237250000.0,7839000000.0,2254000000.0,0.939,0.675,-494000000.0,6940000000.0,6940000000.0,1188000000.0,2195000000.0,3.233,0.461,0.0,0.0,0.0,0.0,560000000.0,480000000.0,0.0,0.0,0.0,3379000000.0,3859000000.0,0.445,3859000000.0,3379000000.0,3379000000.0,0.214,0.214,0.214,6908000000.0,6355500000.0,6908000000.0,73180977138.0,22.0,18.964,3225000000.0,0.315,1,7483000000.0,0.863,0.0,0.0,728000000.0,867250000.0,0.0,0.0,0.0,0.0,3185000000.0,2425000000.0,760000000.0,80120977138.0,644000000.0,0.0,-757000000.0,0.0,0.0,-405000000.0,-2670000000.0,-1551000000.0,3719000000.0,-5000000.0,2195000000.0,2195000000.0,2195000000.0,0.0,0.0,0.253,4405000000.0,3078000000.0,808000000.0,0.0,11.598,36.502,39.246,1326000000.0,0.0,8.399,9.24,9.918,639000000.0,3984000000.0,8671000000.0,8671000000.0,1432000000.0,0.238,0.345,3.896,0.39,0.0,2973000000.0,1,9539631152.0,10240000000,10240000000.0,0.847,10093000000.0,0.0,1184000000.0,484000000.0,0.986,5414000000.0
423,61498f68b26daf86a7100612,MSFT,QA,1996-12-31,1996-12-31,2020-04-29,1996-12-31,0.0,12786000000.0,,10442000000.0,2344000000.0,,0.924,-117000000.0,9160000000.0,9160000000.0,296000000.0,741000000.0,3.321,0.326,0.0,0.0,0.0,0.0,1013000000.0,144000000.0,0.0,0.0,0.0,1140000000.0,1284000000.0,0.479,1284000000.0,1140000000.0,1140000000.0,0.077,0.07,0.077,9642000000.0,,9642000000.0,91648427438.0,24.0,20.604,1101000000.0,0.106,1,2384000000.0,0.89,0.0,0.0,482000000.0,,0.0,804000000.0,0.0,804000000.0,3144000000.0,3144000000.0,0.0,98746427438.0,79000000.0,0.0,-273000000.0,0.0,0.0,872000000.0,-2011000000.0,-1894000000.0,1218000000.0,-1000000.0,741000000.0,740000000.0,740000000.0,0.0,0.0,0.276,1303000000.0,1081000000.0,848000000.0,0.0,10.241,39.898,39.119,1322000000.0,1000000.0,10.328,10.466,11.419,975000000.0,5121000000.0,2680000000.0,2680000000.0,485000000.0,,,,,0.0,818000000.0,1,9561503504.0,10432000000,10432000000.0,0.257,12786000000.0,0.0,399000000.0,480000000.0,1.226,7298000000.0
424,61498f68b26daf86a7100613,MSFT,TA,1996-12-31,1996-12-31,2020-04-29,1996-12-31,0.0,12786000000.0,10802250000.0,10442000000.0,2344000000.0,0.873,0.924,-506000000.0,9160000000.0,9160000000.0,1082000000.0,2476000000.0,3.321,0.326,0.0,0.0,0.0,0.0,1013000000.0,639000000.0,0.0,0.0,0.0,3809000000.0,4448000000.0,0.471,4448000000.0,3809000000.0,3809000000.0,0.264,0.239,0.264,9642000000.0,7605500000.0,9642000000.0,91648427438.0,24.0,20.604,3313000000.0,0.318,1,8353000000.0,0.885,0.0,0.0,482000000.0,686250000.0,0.0,804000000.0,0.0,804000000.0,3144000000.0,3144000000.0,0.0,98746427438.0,774000000.0,0.0,-1369000000.0,0.0,0.0,319000000.0,-3364000000.0,-2858000000.0,3819000000.0,-1000000.0,2476000000.0,2475000000.0,2475000000.0,0.0,0.0,0.262,4805000000.0,3548000000.0,848000000.0,0.0,10.241,39.898,39.119,1322000000.0,1000000.0,10.328,10.466,11.419,975000000.0,5121000000.0,9435000000.0,9435000000.0,1734000000.0,0.229,0.325,5.55,0.404,0.0,3052000000.0,1,9561503504.0,10432000000,10432000000.0,0.904,12786000000.0,0.0,1333000000.0,480000000.0,1.226,7298000000.0
425,61498f68b26daf86a7100614,MSFT,YA,1996-12-31,1996-06-30,2020-04-29,1996-06-30,0.0,10093000000.0,9237250000.0,7839000000.0,2254000000.0,0.939,0.674,-494000000.0,6940000000.0,6940000000.0,1188000000.0,2195000000.0,3.233,0.461,0.0,0.0,0.0,0.0,560000000.0,480000000.0,0.0,0.0,0.0,3379000000.0,3859000000.0,0.445,3859000000.0,3379000000.0,3379000000.0,0.233,0.215,0.233,6908000000.0,6355500000.0,6908000000.0,65091701231.0,19.0,16.868,3225000000.0,0.315,1,7483000000.0,0.863,0.0,0.0,728000000.0,867250000.0,0.0,675000000.0,0.0,675000000.0,3185000000.0,2425000000.0,760000000.0,71861701231.0,644000000.0,0.0,-881000000.0,0.0,0.0,-405000000.0,-2670000000.0,-2176000000.0,3719000000.0,-5000000.0,2195000000.0,2195000000.0,2195000000.0,0.0,0.0,0.253,4424000000.0,3059000000.0,808000000.0,0.0,10.403,32.739,32.221,1326000000.0,0.0,7.508,8.288,8.873,639000000.0,3984000000.0,8671000000.0,8671000000.0,1432000000.0,0.238,0.345,3.896,0.39,0.0,2973000000.0,1,9571988176.0,10248000000,10248000000.0,0.846,10093000000.0,0.0,1184000000.0,484000000.0,0.985,5414000000.0
426,61498f68b26daf86a7100615,MSFT,T,1996-09-30,1996-09-30,2020-04-29,1996-11-14,0.0,10740000000.0,9882250000.0,8232000000.0,2508000000.0,0.906,0.703,-477000000.0,7098000000.0,7098000000.0,1116000000.0,2310000000.0,3.091,0.476,0.0,0.0,0.0,0.0,651000000.0,573000000.0,0.0,0.0,0.0,3554000000.0,4127000000.0,0.461,4127000000.0,3554000000.0,3554000000.0,0.225,0.225,0.225,7277000000.0,6740000000.0,7277000000.0,82319985582.0,23.0,19.947,3525000000.0,0.341,1,7834000000.0,0.875,0.0,0.0,979000000.0,777750000.0,0.0,896000000.0,0.0,896000000.0,3463000000.0,2663000000.0,800000000.0,89417985582.0,1112000000.0,0.0,-1208000000.0,0.0,0.0,-808000000.0,-2082000000.0,-1078000000.0,4002000000.0,0.0,2310000000.0,2310000000.0,2310000000.0,0.0,0.0,0.258,4562000000.0,3272000000.0,887000000.0,0.0,12.288,38.709,41.564,1304000000.0,0.0,9.352,9.991,10.817,855000000.0,4057000000.0,8950000000.0,8950000000.0,1562000000.0,0.234,0.343,4.57,0.397,0.0,3000000000.0,1,9561503504.0,10352000000,10352000000.0,0.865,10740000000.0,0.0,1244000000.0,514000000.0,1.037,5569000000.0
427,61498f68b26daf86a7100616,MSFT,Q,1996-09-30,1996-09-30,2020-04-29,1996-11-14,0.0,10740000000.0,,8232000000.0,2508000000.0,,0.703,-99000000.0,7098000000.0,7098000000.0,250000000.0,614000000.0,3.091,0.476,0.0,0.0,0.0,0.0,651000000.0,162000000.0,0.0,0.0,0.0,945000000.0,1107000000.0,0.482,1107000000.0,945000000.0,945000000.0,0.059,0.059,0.059,7277000000.0,,7277000000.0,82319985582.0,23.0,19.947,684000000.0,0.066,1,2045000000.0,0.891,0.0,0.0,979000000.0,,0.0,896000000.0,0.0,896000000.0,3463000000.0,2663000000.0,800000000.0,89417985582.0,411000000.0,0.0,-482000000.0,0.0,0.0,-376000000.0,4000000.0,103000000.0,783000000.0,6000000.0,614000000.0,614000000.0,614000000.0,0.0,0.0,0.268,1143000000.0,902000000.0,887000000.0,0.0,12.288,38.709,41.564,1304000000.0,0.0,9.352,9.991,10.817,855000000.0,4057000000.0,2295000000.0,2295000000.0,432000000.0,,,,,0.0,711000000.0,1,9561503504.0,10352000000,10352000000.0,0.222,10740000000.0,0.0,331000000.0,514000000.0,1.037,5569000000.0
428,61498f68b26daf86a7100617,MSFT,QA,1996-09-30,1996-09-30,2020-04-29,1996-09-30,0.0,10740000000.0,,8232000000.0,2508000000.0,,0.703,-99000000.0,7098000000.0,7098000000.0,250000000.0,614000000.0,3.091,0.476,0.0,0.0,0.0,0.0,651000000.0,162000000.0,0.0,0.0,0.0,945000000.0,1107000000.0,0.482,1107000000.0,945000000.0,945000000.0,0.059,0.059,0.059,7277000000.0,,7277000000.0,71690409770.0,20.0,17.371,684000000.0,0.066,1,2045000000.0,0.891,0.0,0.0,979000000.0,,0.0,896000000.0,0.0,896000000.0,3463000000.0,2663000000.0,800000000.0,78630409770.0,411000000.0,0.0,-514000000.0,0.0,0.0,-376000000.0,4000000.0,103000000.0,783000000.0,6000000.0,614000000.0,614000000.0,614000000.0,0.0,0.0,0.268,1143000000.0,902000000.0,887000000.0,0.0,10.805,34.039,34.06,1304000000.0,0.0,8.242,8.786,9.534,855000000.0,4057000000.0,2295000000.0,2295000000.0,432000000.0,,,,,0.0,711000000.0,1,9539631152.0,10352000000,10352000000.0,0.222,10740000000.0,0.0,331000000.0,514000000.0,1.037,5569000000.0
